Time,Time Code,Country Name,Country Code,"Access to clean fuels and technologies for cooking, urban (% of urban population) [EG.CFT.ACCS.UR.ZS]","Access to electricity, urban (% of urban population) [EG.ELC.ACCS.UR.ZS]","People using at least basic drinking water services, urban (% of urban population) [SH.H2O.BASW.UR.ZS]","People using at least basic sanitation services, urban (% of urban population) [SH.STA.BASS.UR.ZS]",Urban population [SP.URB.TOTL],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Urban population growth (annual %) [SP.URB.GROW],"Access to clean fuels and technologies for cooking, rural (% of rural population) [EG.CFT.ACCS.RU.ZS]","Access to electricity, rural (% of rural population) [EG.ELC.ACCS.RU.ZS]","People using at least basic drinking water services, rural (% of rural population) [SH.H2O.BASW.RU.ZS]","People using at least basic sanitation services, rural (% of rural population) [SH.STA.BASS.RU.ZS]",Rural population [SP.RUR.TOTL],Rural population (% of total population) [SP.RUR.TOTL.ZS],Rural population growth (annual %) [SP.RUR.TOTL.ZG],Expenditure on primary education (% of government expenditure on education) [SE.XPD.PRIM.ZS],Expenditure on secondary education (% of government expenditure on education) [SE.XPD.SECO.ZS],Expenditure on tertiary education (% of government expenditure on education) [SE.XPD.TERT.ZS],"Government expenditure on education, total (% of GDP) [SE.XPD.TOTL.GD.ZS]","Government expenditure on education, total (% of government expenditure) [SE.XPD.TOTL.GB.ZS]",Gross national expenditure (current US$) [NE.DAB.TOTL.CD]
2018,YR2018,Central Europe and the Baltics,CEB,100,99.8942416,99.86528619,97.5873114,63915976,62.3336666,-0.059628692,100,99.84907612,99.55997812,91.51366414,38622475,37.6663334,-0.421523589,..,..,..,4.243569851,11.11289978,1.61381E+12
2018,YR2018,East Asia & Pacific,EAS,89.03439351,99.74575114,97.36437635,92.25338414,1382700114,59.05474264,2.09488271,58.68857607,96.09126999,86.74668586,80.38761388,958686962,40.94525736,-1.4513785,..,..,..,3.434504986,16.08691502,2.60128E+13
2018,YR2018,Euro area,EMU,100,100,99.92883774,99.09563476,263365458,76.99277496,0.531420997,100,100,99.81344082,98.92684393,78699700,23.00722504,-0.722951594,..,..,..,4.935870171,11.22558022,1.31483E+13
2018,YR2018,Europe & Central Asia,ECS,97.08295518,99.98179275,98.83739479,98.16596574,662118330,72.20597847,0.590995619,90.58516394,99.94289401,96.02294372,92.89639933,254867138,27.79402153,-0.378775975,..,..,..,4.67667985,11.76823473,2.23677E+13
2018,YR2018,Europe & Central Asia (excluding high income),ECA,92.70953358,99.96322422,97.39453106,96.88359902,268004656,67.63017777,0.660011723,81.18164711,99.89631579,92.8820169,88.68585625,128275030,32.36982223,-0.131624581,..,..,..,4.294069767,12.95149994,3.02123E+12
2018,YR2018,European Union,EUU,100,99.97970632,99.92108711,98.84556188,333091521,74.5169354,0.459116484,100,99.94882736,99.78048044,96.70814227,113909579,25.4830646,-0.642300055,..,..,..,4.622829914,11.14750957,1.53691E+13
2018,YR2018,High income,HIC,99.99642664,99.9951342,99.85865913,99.31632583,995888920,80.86938314,0.71540641,99.940766,99.96665123,99.29201422,97.61525027,235589398,19.13061686,-0.467733981,..,..,..,4.769209862,11.77952623,5.41998E+13
2018,YR2018,Late-demographic dividend,LTE,90.90911536,99.96515083,98.07554201,94.05241499,1435285442,62.43119562,1.948289141,66.28099548,99.75181207,89.14182787,83.12951515,863702152,37.56880438,-1.714807869,..,..,..,4.346334934,13.08241987,2.19501E+13
2018,YR2018,Latin America & Caribbean,LCN,95.23556518,99.52036847,99.26517887,91.67417557,515837393,80.65070817,1.216668214,59.96335113,90.51732779,87.68203826,69.4581955,123756981,19.34929183,-0.297205523,..,..,..,4.351660013,15.6704545,5.72231E+12
2018,YR2018,Latin America & the Caribbean (IDA & IBRD countries),TLA,95.20965471,99.50837158,99.29449667,91.65739154,503252040,80.66988391,1.271403028,59.2849111,90.30204217,87.56362526,69.0902772,120589242,19.33011609,-0.291540142,..,..,..,4.459549904,16.36310482,5.49652E+12
2018,YR2018,Middle East & North Africa,MEA,99.12092965,99.28616602,97.20692826,94.45632512,302396489,65.021227,2.279645281,91.04899849,97.48723247,87.29853396,81.91809964,162677001,34.978773,0.898153395,..,..,..,5.207230091,13.77495003,3.21826E+12
2018,YR2018,Middle income,MIC,85.51231187,97.85594159,96.17559384,85.23433494,2999024633,51.99620609,2.229276327,45.74098319,88.18848965,84.73113994,66.40656465,2768751245,48.00379391,-0.14412715,..,..,..,3.928489923,15.5957551,3.08009E+13
2018,YR2018,North America,NAC,100,100,99.82380075,99.76739132,299083003,82.17306441,0.843228462,100,100,98.9235354,99.10449022,64884198,17.82693559,-0.406607312,..,..,..,4.900655031,12.61552525,2.28903E+13
2018,YR2018,Pacific island small states,PSS,54.20282918,92.33422157,96.06515955,88.51662198,970881,38.67702273,1.592721261,14.07375345,76.67457807,78.53773426,60.85983082,1539345,61.32297727,0.702733149,..,..,..,..,..,11703421802
2018,YR2018,South Asia,SAS,85.08577999,98.8272667,93.91275993,74.04961904,625890168,34.0058992,2.475258263,34.56856031,92.45162921,87.88821615,58.99323867,1214643925,65.9941008,0.53671637,..,..,..,2.898598313,11.82699013,3.68105E+12
2018,YR2018,Sub-Saharan Africa,SSF,33.47633793,75.62278744,85.30243627,45.69427592,439414529,40.22454533,4.070872555,5.945480793,27.42511269,47.35468521,22.38990279,652989444,59.77545467,1.76579871,..,..,..,3.696439981,17.00093937,1.81507E+12
2018,YR2018,World,WLD,86.10589109,97.07517781,96.1129299,85.82286279,4227440026,55.18890348,1.929135289,44.7577559,82.1090885,80.48094164,62.55238409,3432505649,44.81109652,0.103265163,..,..,..,4.212569952,13.47729015,8.57461E+13
2018,YR2018,Low income,LIC,28.12422403,69.37627314,81.95264205,45.32152476,206217861,32.68806984,4.130528562,8.1931183,26.97441995,44.67272223,21.0352388,424647965,67.31193016,2.101170653,..,..,..,3.199790001,15.82935047,4.55198E+11
2019,YR2019,Afghanistan,AFG,83.5,99.5,97.93634161,65.00522839,9727157,25.754,3.919286985,15.5,97.07562695,63.58819898,43.45651414,28042342,74.246,2.56029651,..,..,..,3.213779926,11.34377003,..
2019,YR2019,Albania,ALB,92.9,100,95.62077919,99.17070413,1747593,61.229,1.071413549,64.6,100,93.39603293,99.20259083,1106598,38.771,-2.746066612,..,..,..,3.916650057,13.43000031,17613493321
2019,YR2019,Algeria,DZA,99.9,99.8,95.90178563,88.66451202,31255632,73.189,2.607529824,98.8,98.68105626,89.70042701,79.24297531,11449736,26.811,-0.227737006,..,..,..,6.100359917,14.46348,1.8272E+11
2019,YR2019,American Samoa,ASM,..,..,..,..,41239,87.147,-2.310689801,..,..,..,..,6082,12.853,-2.259707628,..,..,..,..,..,..
2019,YR2019,Andorra,AND,100,100,100,100,67170,87.984,1.669357528,100,100,100,100,9173,12.016,2.405235101,..,..,..,3.15060997,10.89523983,..
2019,YR2019,Angola,AGO,77.2,72.1674118,71.74314862,65.31454362,21410634,66.177,4.402191144,8,..,27.80822661,24.15640063,10942954,33.823,1.454033348,..,..,..,1.927459955,6.045360088,52846829719
2019,YR2019,Antigua and Barbuda,ATG,100,100,..,..,22574,24.506,0.155165948,100,100,..,..,69543,75.494,0.657868635,..,..,..,2.831340075,8.54749012,1789126148
2019,YR2019,Argentina,ARG,99.9,100,99.73676913,97.83713279,41339571,91.991,1.125019726,97.3,100,..,..,3599141,8.009,-0.506115919,..,..,..,4.724170208,12.5300703,4.33341E+11
2019,YR2019,Armenia,ARM,99.7,100,99.95054051,99.98500135,1783156,63.219,-0.453278,95.8,100,100,83.31172992,1037446,36.781,-0.754200198,..,..,..,2.561850071,10.01000023,15445984891
2019,YR2019,Aruba,ABW,..,100,..,..,46351,43.546,0.762320963,..,100,..,..,60091,56.454,0.213237457,..,..,..,..,..,3357569832
2019,YR2019,Australia,AUS,100,100,99.965,..,21824008,86.124,1.615335783,100,100,100,..,3516209,13.876,0.681314001,..,..,..,5.135310173,12.84535027,1.35774E+12
2019,YR2019,Austria,AUT,100,100,100,99.95336801,5196085,58.515,0.817910607,100,100,100,100,3683835,41.485,-0.079423693,..,..,..,5.212910175,10.73365974,4.28438E+11
2019,YR2019,Azerbaijan,AZE,99.3,100,100,96.44327863,5616706,56.031,1.47506479,96.6,100,89.56928102,95.72857394,4407577,43.969,0.051515487,..,..,..,2.681080103,8.290690422,42845176471
2019,YR2019,"Bahamas, The",BHS,100,100,..,..,336316,83.132,0.786275055,100,100,..,..,68241,16.868,0.024914813,..,..,..,2.288419962,11.26228046,13089200000
2019,YR2019,Bahrain,BHR,100,100,..,..,1335714,89.394,0.579117628,100,100,..,..,158474,10.606,-0.544346604,..,..,..,2.094909906,8.489999771,34296702128
2019,YR2019,Bangladesh,BGD,56.5,97.8,97.46848726,52.30311292,61911343,37.405,3.201394572,7.6,88.85359852,97.65849766,52.93509903,103604879,62.595,-0.114188087,..,..,..,1.971846581,11.32936764,3.69957E+11
2019,YR2019,Barbados,BRB,100,100,..,..,87298,31.158,0.210994735,100,100,..,..,192882,68.842,0.159810752,..,..,..,3.203989983,10.77849007,5243900000
2019,YR2019,Belarus,BLR,99.8,100,95.99450594,98.22729407,7445754,79.044,0.367878413,98.7,100,98.51743217,96.59402022,1974004,20.956,-2.321768552,..,..,..,4.97947979,13.33073997,64381906985
2019,YR2019,Belgium,BEL,100,100,100,99.48612539,11263911,98.041,0.581271661,100,100,100,99.48768815,225069,1.959,-1.48096626,..,..,..,6.339759827,12.23050976,5.325E+11
2019,YR2019,Belize,BLZ,95.3,98.48,98.87896,93.5683714,178462,45.866,2.132837292,73.7,87.83975275,97.99520758,83.64878674,210633,54.134,1.561264527,..,..,..,7.138390064,22.20202065,2246500000
2019,YR2019,Benin,BEN,8.3,65.17092896,73.46525037,26.15555665,5882329,47.861,4.040767534,1.3,16.89068821,57.80183608,7.665959585,6408115,52.139,1.839631665,..,..,..,2.965199947,..,15027838842
2019,YR2019,Bermuda,BMU,..,100,99.90314002,99.90314002,63911,100,-0.010952131,..,100,..,..,0,0,..,..,..,..,1.927237868,12.44235897,5581028000
2019,YR2019,Bhutan,BTN,97.5,100,98.06477015,76.33053919,319355,41.612,2.43936953,76.1,100,96.73119365,74.45912001,448104,58.388,-0.519287432,..,..,..,5.675445557,20.38315582,2896998771
2019,YR2019,Bolivia,BOL,98.9,99.48,98.93689831,73.31376139,8217386,69.773,1.95751015,60.2,84.92347766,78.72012132,42.16460166,3559929,30.227,0.312798304,..,..,..,7.672689915,13.52000046,43538298466
2019,YR2019,Bosnia and Herzegovina,BIH,62.8,100,94.8457044,98.86717837,1634179,48.626,-0.37947001,15.2,100,97.33333333,..,1726532,51.374,-1.904959378,..,..,..,..,..,23870565609
2019,YR2019,Botswana,BWA,85.5,88.02220917,97.62498058,91.36788159,1754091,70.172,2.990881683,26.8,27.92053715,79.04372386,52.42395597,745611,29.828,-0.454030748,..,..,..,6.91437006,15.35272026,17849106364
2019,YR2019,Brazil,BRA,99,100,99.81746554,93.50641363,183878366,86.824,1.060237553,80.2,98.48208865,93.12409622,61.57248304,27904512,13.176,-1.150739823,..,..,..,5.963469982,15.95808029,1.88536E+12
2019,YR2019,British Virgin Islands,VGB,..,100,..,..,14728,48.116,1.718926076,..,100,..,..,15882,51.884,0.151228762,..,..,..,2.630959988,12.19546032,..
2019,YR2019,Brunei Darussalam,BRN,100,100,99.65,..,341423,77.942,1.267432882,100,100,..,..,96625,22.058,-0.542896222,..,..,..,..,..,11336995313
2019,YR2019,Bulgaria,BGR,..,99.44837189,99.54517786,86.7803838,5256027,75.347,-0.252969936,..,98.42064862,97.52425844,83.71465887,1719734,24.653,-2.069630137,..,..,..,4.197179794,11.70670986,66687291512
2019,YR2019,Burkina Faso,BFA,34.4,64.55549622,80.03396311,40.78170338,6281301,29.98,4.800404381,1,..,33.98373086,13.0166265,14670338,70.02,1.81948546,..,..,..,5.696849823,20.88945007,16733387297
2019,YR2019,Burundi,BDI,0.2,60.82302475,90.66911086,41.24530548,1587191,13.366,5.794906079,0.1,1.973583172,57.68576527,46.43953576,10287647,86.634,2.879455704,..,..,..,5.346680164,21.22216988,3057867228
2019,YR2019,Cabo Verde,CPV,94.2,93.5,93.1,81.63938489,381965,66.195,1.717171369,48.3,87.28790147,78.64851423,69.32004567,195065,33.805,-0.345441164,..,..,..,4.733459949,15.15369987,2487737454
2019,YR2019,Cambodia,KHM,70,96.9,90.35209838,90.9888159,3858254,23.805,2.899692092,23.3,79.96975514,64.6794508,57.68086968,12349492,76.195,0.58665651,..,..,..,2.89662981,18.93770027,26685354507
2019,YR2019,Cameroon,CMR,39.4,93.06705475,82.12189487,60.42408718,14687684,56.968,3.823046878,2.5,23.60674719,43.23162315,22.76444274,11094657,43.032,1.403948943,..,..,..,3.080879927,14.0946703,41130206564
2019,YR2019,Canada,CAN,100,100,99.25827766,99.07384521,30638234,81.482,1.523308331,100,100,99.0604959,98.85156711,6962996,18.518,1.053469262,..,..,..,4.772930145,11.73793983,1.76919E+12
2019,YR2019,Cayman Islands,CYM,..,100,..,..,66134,100,1.908192659,..,100,..,..,0,0,..,..,..,..,2.064558744,14.95815754,..
2019,YR2019,Central African Republic,CAF,1.4,32.1,51.26664596,26.08401455,2175935,41.77,3.200112445,0,1.531560805,28.8479985,6.159522284,3033389,58.23,1.528540096,..,..,..,1.768710017,9.797809601,2890656305
2019,YR2019,Chad,TCD,27.5,36.7,74.32284823,38.56399749,3754173,23.279,4.24412488,0.1,..,37.17430151,3.701421703,12372693,76.721,3.00824268,..,..,..,2.372459888,14.21378994,11437838083
2019,YR2019,Channel Islands,CHI,..,100,..,..,52400,30.931,1.333276239,..,100,..,..,117010,69.069,1.253010206,..,..,..,..,..,..
2019,YR2019,Chile,CHL,100,100,100,100,16686776,87.643,1.881570024,100,100,100,100,2352709,12.357,1.154120147,..,..,..,5.618120193,21.23353004,2.83674E+11
2019,YR2019,China,CHN,90,100,97.21319974,94.27397476,848982855,60.308,2.290177234,63.9,100,88.58270632,85.58596341,558762145,39.692,-2.516079661,..,..,..,3.539999962,11.22999954,1.41757E+13
2019,YR2019,Colombia,COL,99,100,99.9381928,95.02407601,40703994,81.104,2.233509463,62.3,97.05895232,86.06560254,83.0117872,9483412,18.896,0.120229422,..,..,..,4.506219864,13.71910954,3.4184E+11
2019,YR2019,Comoros,COM,21.1,97.34445953,88.22284558,45.23662961,230683,29.164,2.557093459,3.3,77.55719588,76.91172345,32.06542437,560303,70.836,1.59192825,..,..,..,..,..,1394840626
2019,YR2019,"Congo, Dem. Rep.",COD,9.7,41.18114783,74.06559331,20.5923174,40499458,45.046,4.495717425,0.5,1,21.71377716,11.82610094,49407432,54.954,2.125586629,..,..,..,..,..,53587894776
2019,YR2019,"Congo, Rep.",COG,45.9,65.33042908,87.09329616,27.19611854,3753170,67.373,3.03586515,3.6,11.38244484,45.72441318,6.256849689,1817563,32.627,0.964270796,..,..,..,3.5753901,17.93088913,10120075837
2019,YR2019,Costa Rica,CRI,98.1,99.92,99.83826143,98.10978096,4071490,80.076,1.788517924,86.9,98.86599462,99.63382,96.3230361,1013042,19.924,-2.762364015,..,..,..,6.7958498,24.55101013,62555927020
2019,YR2019,Cote d'Ivoire,CIV,55.7,93.70791626,85.40394787,47.42739459,13397744,51.239,3.433099047,1.1,42.14772154,55.7466035,19.62170887,12749807,48.761,1.592328559,..,..,..,3.716379881,17.37957954,58988370627
2019,YR2019,Croatia,HRV,100,100,100,97.84882859,2327032,57.242,-0.037465607,100,100,..,94.82484509,1738221,42.758,-1.241697295,..,..,..,3.916860104,8.509619713,61581595434
2019,YR2019,Cuba,CUB,96.6,99.9,97.72089114,92.71670524,8726192,77.109,-0.008560069,87.9,99.46314707,93.59370749,85.84726613,2590505,22.891,-0.416040478,..,..,..,9.05E-06,14.22594357,1.01766E+11
2019,YR2019,Curacao,CUW,..,100,..,..,140277,89.098,-1.248966883,..,100,..,..,17164,10.902,-0.766109377,..,..,..,6.39694643,..,..
2019,YR2019,Cyprus,CYP,100,100,99.72515812,99.69699441,820924,66.805,0.810045861,100,100,99.84576172,98.78969422,407912,33.195,0.832556548,..,..,..,5.250639915,13.68255043,25677679014
2019,YR2019,Czechia,CZE,100,100,99.90265093,99.09274194,7888753,73.921,0.568457639,100,100,99.8175993,99.24985333,2783117,26.079,-0.099658673,..,..,..,4.543379784,11.06466007,2.37424E+11
2019,YR2019,Denmark,DNK,100,100,100,99.59718026,5116342,87.994,0.494581335,100,100,100,99.59758551,698080,12.006,-0.636293607,..,..,..,6.888579845,13.9115696,3.22003E+11
2019,YR2019,Djibouti,DJI,11.3,71.62350464,84.13501493,79.31813888,836802,77.915,1.753448511,0.3,40.27420769,47.28073293,21.904061,237192,22.085,0.953552095,..,..,..,..,..,2702855450
2019,YR2019,Dominica,DMA,97.3,..,..,..,50561,70.786,1.279886897,79.5,..,..,..,20867,29.214,-0.181940106,..,..,..,5.576189995,8.298299789,..
2019,YR2019,Dominican Republic,DOM,95.4,99.6,98.04815111,88.95028626,8904426,81.828,2.000682301,74.1,96.29821771,90.17527442,76.70582765,1977456,18.172,-2.990454325,..,..,..,4.042769909,22.34151077,93275112229
2019,YR2019,Ecuador,ECU,99,99.84,100,92.36764586,11097565,63.986,2.167881184,85.9,97.7574767,86.14767451,87.45170532,6246175,36.014,1.452581624,..,..,..,4.225659847,11.60818005,1.08086E+11
2019,YR2019,"Egypt, Arab Rep.",EGY,99.9,100,99.57276755,99.4908474,45130858,42.73,1.854868207,99.9,100,99.24183237,95.17466848,60487813,57.27,1.748613156,..,..,..,2.609999895,11.64000034,3.4365E+11
2019,YR2019,El Salvador,SLV,96.7,98.76,99.56292927,87.18212438,4568607,72.746,1.060564674,77.8,93.62313833,93.02689974,70.58677473,1711610,27.254,-2.556532206,..,..,..,3.385159969,12.44863987,31217110000
2019,YR2019,Equatorial Guinea,GNQ,32,90.77256775,..,..,1127920,72.627,4.00365647,4.3,2.359434983,..,..,425111,27.373,1.582397033,..,..,..,..,..,10525152901
2019,YR2019,Eritrea,ERI,23.7,76.08955383,..,..,1424439,40.712,3.10382465,0.9,32.54086289,..,..,2074379,59.288,0.478926568,..,..,..,..,..,..
2019,YR2019,Estonia,EST,100,100,99.98545421,99.0358376,916236,69.051,0.61944107,100,100,..,99.38008828,410662,30.949,-0.179305477,..,..,..,5.301909924,13.4449501,29762007878
2019,YR2019,Eswatini,SWZ,89.3,90.00774384,96.74976305,51.51433471,280485,23.981,1.550362947,40.3,72.93655126,62.46644874,68.3651944,889128,76.019,0.549233189,..,..,..,5.645549774,18.51000023,4456330153
2019,YR2019,Ethiopia,ETH,23.6,92.66816711,83.76171659,21.06172895,24222096,21.225,4.856728303,0.4,36.02513543,38.53459785,5.283078853,89898498,78.775,2.071242598,..,..,..,4.480868816,20.92220116,1.08515E+11
2019,YR2019,Faroe Islands,FRO,..,100,..,..,21822,42.225,1.794018894,..,100,..,..,29859,57.775,1.138442743,..,..,..,7.640100002,15.41215038,3180413792
2019,YR2019,Fiji,FJI,65.8,97.09696198,98.19424406,99.03673299,521229,56.75,0.83071645,24.2,94.77808403,89.08802405,99.32686657,397236,43.25,-1.211802422,..,..,..,5.067880154,16.83370018,5299405890
2019,YR2019,Finland,FIN,100,100,100,99.44700461,4717991,85.446,0.185101615,100,100,100,99.45333958,803615,14.554,-0.328473207,..,..,..,6.417109966,12.04329967,2.68102E+11
2019,YR2019,France,FRA,100,100,100,98.59013092,54388182,80.709,0.670255811,100,100,100,98.89224572,12999819,19.291,-1.022979379,..,..,..,5.354430199,9.672380447,2.755E+12
2019,YR2019,French Polynesia,PYF,..,100,..,..,185516,61.897,0.808581602,..,100,..,..,114201,38.103,0.541740245,..,..,..,..,..,7049512301
2019,YR2019,Gabon,GAB,94.3,98.03346252,89.80653917,50.93468422,2012698,89.741,2.704146114,47.05,22.83775319,44.74588901,39.7263859,230087,10.259,-1.262816448,..,..,..,2.73232007,14.15939045,11907583338
2019,YR2019,"Gambia, The",GMB,2.6,78.6,87.72333939,58.69273671,1553776,61.931,3.655721232,0.2,..,69.00481957,27.2886069,955107,38.069,0.8612988,..,..,..,2.788929939,14.09726143,2163283833
2019,YR2019,Georgia,GEO,96.9,99.97914886,99.41939126,94.73605135,2196346,59.039,0.520212544,75.6,100,94.05528874,73.22039234,1523815,40.961,-1.160313062,..,..,..,3.808640003,13.35789967,19036203497
2019,YR2019,Germany,DEU,100,100,100,99.29364279,64294010,77.376,0.308266936,100,100,100,98.99193548,18798952,22.624,-0.056965671,..,..,..,5.116640091,11.37255955,3.66843E+12
2019,YR2019,Ghana,GHA,42.5,93.8,95.12146279,27.52987385,17875345,56.707,3.236444646,10,70.00862493,70.95589394,16.51142237,13646945,43.293,0.605517789,..,..,..,..,..,69653892513
2019,YR2019,Gibraltar,GIB,..,100,100,100,32685,100,0.113265896,..,100,..,..,0,0,..,..,..,..,..,7.840236664,..
2019,YR2019,Greece,GRC,100,100,100,99.2097985,8511650,79.388,0.311210821,100,100,100,98.14471243,2209932,20.612,-1.693682732,..,..,..,3.5880301,7.503829956,2.08673E+11
2019,YR2019,Greenland,GRL,..,100,100,99.59718026,48945,87.052,0.631266059,..,100,100,99.59758551,7280,12.948,-1.445545422,..,..,..,10.15435505,17.43354034,3300236903
2019,YR2019,Grenada,GRD,94.6,..,..,..,44667,36.396,1.066856844,88.3,..,..,..,78057,63.604,0.529217302,..,..,..,..,..,..
2019,YR2019,Guam,GUM,..,100,..,..,159955,94.859,0.051277563,..,100,..,..,8669,5.141,-1.556629806,..,..,..,..,..,..
2019,YR2019,Guatemala,GTM,71.6,97.24365997,97.50272956,79.50909897,8540945,51.439,2.31165941,12,93.50709323,89.51672623,55.16875522,8063081,48.561,0.77069607,..,..,..,3.199280024,23.75538063,85115498468
2019,YR2019,Guinea,GIN,2.1,86,86.30223261,44.09957761,4700302,36.5,3.528846943,0.1,17.02361981,51.06226292,19.51776891,8177237,63.5,1.972317574,..,..,..,1.848369956,12.40536022,14562815131
2019,YR2019,Guinea-Bissau,GNB,2.2,52.26202011,71.11094486,33.49399966,862607,43.777,3.293474288,0.1,14.32376446,49.56105013,4.961083122,1107850,56.223,1.597289827,..,..,..,2.947819948,..,1652657190
2019,YR2019,Guyana,GUY,84.1,96.74833679,100,91.51075875,213179,26.689,1.982664496,78.1,89.78914816,93.9284905,83.68677188,585574,73.311,1.558253154,..,..,..,..,..,..
2019,YR2019,Haiti,HTI,6.6,79.91564941,84.62262129,45.89600973,6271273,56.192,2.975074661,1.2,1.217434665,42.8457001,25.4488735,4889165,43.808,-0.729766621,..,..,..,1.786811352,12.86167049,18369427664
2019,YR2019,Honduras,HND,72.8,99,99.62885878,85.99563647,5749232,57.73,2.784981233,21.6,80.31062211,89.18805439,78.54057008,4209597,42.27,0.191960203,..,..,..,4.912849903,20.11774063,29653938267
2019,YR2019,"Hong Kong SAR, China",HKG,..,100,100,96.51735501,7507900,100,0.739283471,..,100,..,..,0,0,..,..,..,..,3.810600042,20.31401062,3.57414E+11
2019,YR2019,Hungary,HUN,100,100,100,97.75510204,7000436,71.644,0.36454098,100,100,100,98.56985699,2770705,28.356,-1.073223655,..,..,..,4.237639904,9.271349907,1.60235E+11
2019,YR2019,Iceland,ISL,100,100,100,98.7012987,338406,93.855,2.243618728,100,100,100,100,22157,6.145,1.518901416,..,..,..,7.547359943,17.42268944,23554948558
2019,YR2019,India,IND,90.6,99.76509094,93.61653807,77.57278222,476786386,34.472,2.315801985,46.2,93.84525455,88.14126473,63.47503653,906325664,65.528,0.353054653,..,..,..,4.4072299,16.72864914,2.89261E+12
2019,YR2019,Indonesia,IDN,92,99.89,97.16113646,89.79824104,150925974,55.985,2.123580212,70.3,97.52716915,84.63393876,76.29795789,118656904,44.015,-0.550668038,..,..,..,2.841850042,17.34799957,1.12491E+12
2019,YR2019,"Iran, Islamic Rep.",IRN,98.8,100,98.61434155,92.8,65261618,75.391,1.755664998,92.5,100,93.49548883,82.22541326,21302584,24.609,-0.883936477,..,..,..,3.663199902,21.24616051,..
2019,YR2019,Iraq,IRQ,99.5,100,99.7068345,99.69360291,29376265,70.678,2.658858767,98.2,99.96940124,93.13139434,98.9434287,12187255,29.322,1.671684331,..,..,..,..,..,1.98645E+11
2019,YR2019,Ireland,IRL,100,100,96.97988603,89.54331476,3128618,63.405,1.738924175,100,100,98.13492075,94.47921118,1805722,36.595,0.727558086,..,..,..,3.294610023,13.61303043,3.84267E+11
2019,YR2019,Isle of Man,IMN,..,100,..,..,44262,52.735,0.466496917,..,100,..,..,39671,47.265,-0.120922045,..,..,..,..,..,..
2019,YR2019,Israel,ISR,100,100,100,100,8375041,92.501,1.998758439,100,100,100,99.38125,678959,7.499,0.808165569,..,..,..,6.125780106,15.74192047,3.93413E+11
2019,YR2019,Italy,ITA,100,100,..,99.87931521,42249963,70.736,-0.730852392,100,100,..,99.89949749,17479118,29.264,-2.166197776,..,..,..,4.095310211,8.448579788,1.94441E+12
2019,YR2019,Jamaica,JAM,86.9,99.99973297,95.39801591,83.23231118,1575291,55.985,0.625966781,84.7,97.57004389,85.39991216,90.95533863,1238482,44.015,-0.635209971,..,..,..,5.163640022,17.31398964,18053159983
2019,YR2019,Japan,JPN,100,100,..,..,116119928,91.698,-0.051001491,100,100,..,..,10513072,8.302,-1.123327281,..,..,..,3.157249928,8.182955742,5.1328E+12
2019,YR2019,Jordan,JOR,99.9,100,99.11143343,97.33176658,9757520,91.203,2.503414856,99.5,98.86324866,97.32164603,95.4000334,941163,8.797,-0.256904649,..,..,..,2.988470078,9.859749794,50056338028
2019,YR2019,Kazakhstan,KAZ,97.8,100,98.00073133,97.03486214,10652767,57.54,1.48443982,88.5,100,91.93925234,99.00102128,7860906,42.46,1.026185619,..,..,..,2.856970072,14.10953045,1.61754E+11
2019,YR2019,Kenya,KEN,43.8,90.8,86.97083443,35.59361197,14015215,27.507,3.727770713,6.1,61.69374174,51.08273845,31.49970204,36936235,72.493,1.322618475,..,..,..,4.97439003,18.5200386,1.09348E+11
2019,YR2019,Kiribati,KIR,16.8,88.58511353,91.00207245,50.8936931,68128,54.835,3.035570846,1.5,90.06998984,60.38301917,38.30566206,56113,45.165,-0.101529181,..,..,..,12.39466,12.39466,324693343.9
2019,YR2019,"Korea, Dem. People's Rep.",PRK,17.5,..,96.91351044,91.66697201,16002886,62.134,0.835379545,0.9,..,88.75362488,73.05534407,9752555,37.866,-0.162246271,..,..,..,..,..,..
2019,YR2019,"Korea, Rep.",KOR,100,100,..,..,42152095,81.43,0.312269898,100,100,..,..,9612727,18.57,0.504154117,..,..,..,4.684659958,13.83082008,1.60527E+12
2019,YR2019,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10042798386
2019,YR2019,Kuwait,KWT,100,100,..,..,4441100,100,2.829852402,100,100,..,..,0,0,..,..,..,..,6.49243021,12.82629967,1.24746E+11
2019,YR2019,Kyrgyz Republic,KGZ,94.8,99.83473969,98.17196589,94.95266084,2362388,36.591,2.745930809,67.7,99.91348937,86.41495855,99.40794665,4093812,63.409,1.710098237,..,..,..,5.366749763,16.47274971,11435167534
2019,YR2019,Lao PDR,LAO,18.9,99.87388611,97.06426222,97.64911509,2570736,35.645,3.310059924,2,97.57951967,78.47295942,69.13083298,4641317,64.355,0.504294758,..,..,..,2.475329638,11.62313557,..
2019,YR2019,Latvia,LVA,100,100,98.86971842,96.25390808,1305648,68.222,-0.57788598,100,100,98.43432231,84.16761547,608174,31.778,-0.946712544,..,..,..,4.425079823,11.7610302,34570556147
2019,YR2019,Lebanon,LBN,..,100,..,..,5131905,88.758,-2.69379833,..,99.55955551,..,..,650002,11.242,-4.336877165,..,..,..,2.592020035,8.143950462,62745310851
